control_id,exception_id,source_file,source_record_id,employee_id,system_id,reference_id,event_date,required_by,actual_date,days_late,exception_type,status,breach_date,detail,risk_id,severity_score,exception_age_days,priority_score,priority_tier
ITGC-UA-01,EX-UA-01-016,user_access_log.csv,G202375,E10672,LSP,RITM101270,2025-07-14,2025-07-14,,,No approver recorded on grant,Closed,2025-07-14,Read Only access on LSP provisioned 2025-07-14 without approval evidence,R-01,12,200,25.2,Medium
ITGC-UA-01,EX-UA-01-017,user_access_log.csv,G202384,E10775,LSP,RITM101474,2025-07-15,2025-07-15,,,No approver recorded on grant,Closed,2025-07-15,Read Only access on LSP provisioned 2025-07-15 without approval evidence,R-01,12,199,25.1,Medium
ITGC-UA-01,EX-UA-01-018,user_access_log.csv,G202395,E10931,GL01,RITM101790,2025-07-16,2025-07-16,,,No approver recorded on grant,Closed,2025-07-16,Standard User access on GL01 provisioned 2025-07-16 without approval evidence,R-01,12,198,25.0,Medium
ITGC-UA-01,EX-UA-01-019,user_access_log.csv,G202423,E10186,LSP,RITM100343,2025-07-28,2025-07-28,,,No approver recorded on grant,Closed,2025-07-28,Power User access on LSP provisioned 2025-07-28 without approval evidence,R-01,12,186,24.2,Medium
ITGC-UA-01,EX-UA-01-020,user_access_log.csv,G202497,E10900,FCR,RITM101724,2025-09-04,2025-09-04,,,No approver recorded on grant,Closed,2025-09-04,Standard User access on FCR provisioned 2025-09-04 without approval evidence,R-01,12,148,21.7,Medium
ITGC-UA-01,EX-UA-01-021,user_access_log.csv,G202506,E10671,LSP,RITM101267,2025-09-11,2025-09-11,,,No approver recorded on grant,Closed,2025-09-11,Read Only access on LSP provisioned 2025-09-11 without approval evidence,R-01,12,141,21.3,Medium
ITGC-UA-01,EX-UA-01-022,user_access_log.csv,G202511,E10521,FCR,RITM100975,2025-09-12,2025-09-12,,,No approver recorded on grant,Closed,2025-09-12,Read Only access on FCR provisioned 2025-09-12 without approval evidence,R-01,12,140,21.2,Medium
ITGC-UA-01,EX-UA-01-023,user_access_log.csv,G202577,E10556,LSP,RITM101042,2025-10-13,2025-10-13,,,No approver recorded on grant,Closed,2025-10-13,Read Only access on LSP provisioned 2025-10-13 without approval evidence,R-01,12,109,19.2,Low
ITGC-UA-01,EX-UA-01-024,user_access_log.csv,G202579,E10514,GL01,RITM100964,2025-10-14,2025-10-14,,,No approver recorded on grant,Closed,2025-10-14,Standard User access on GL01 provisioned 2025-10-14 without approval evidence,R-01,12,108,19.1,Low
ITGC-UA-01,EX-UA-01-025,user_access_log.csv,G202583,E10822,FCR,RITM101572,2025-10-14,2025-10-14,,,No approver recorded on grant,Closed,2025-10-14,Standard User access on FCR provisioned 2025-10-14 without approval evidence,R-01,12,108,19.1,Low
ITGC-UA-01,EX-UA-01-026,user_access_log.csv,G202587,E10631,TMS,RITM101184,2025-10-16,2025-10-16,,,No approver recorded on grant,Closed,2025-10-16,Standard User access on TMS provisioned 2025-10-16 without approval evidence,R-01,12,106,19.0,Low
ITGC-UA-01,EX-UA-01-027,user_access_log.csv,G202656,E10936,LSP,RITM101800,2025-11-18,2025-11-18,,,No approver recorded on grant,Closed,2025-11-18,Read Only access on LSP provisioned 2025-11-18 without approval evidence,R-01,12,73,16.8,Low
ITGC-UA-01,EX-UA-01-028,user_access_log.csv,G202670,E11213,GL01,RITM102295,2025-11-20,2025-11-20,,,No approver recorded on grant,Closed,2025-11-20,Standard User access on GL01 provisioned 2025-11-20 without approval evidence,R-01,12,71,16.7,Low
ITGC-UA-02,EX-UA-02-001,termination_log.csv + user_access_log.csv,G201578,E10622,LSP,RITM101170,2025-01-14,2025-01-22,,257.0,Access still active at as-of date,Open,2025-01-23,Power User on LSP; terminated 2025-01-14; not revoked as of 2026-01-30 (262 BD),R-02,15,372,55.0,Critical
ITGC-UA-02,EX-UA-02-002,termination_log.csv + user_access_log.csv,G200644,E10674,LSP,RITM101275,2025-02-06,2025-02-13,2025-02-14,1.0,Access revoked after SLA,Closed,2025-02-14,Power User on LSP; terminated 2025-02-06; revoked 2025-02-14 (6 BD),R-02,15,350,43.8,High
ITGC-UA-02,EX-UA-02-003,termination_log.csv + user_access_log.csv,G200515,E10856,GL01,RITM101629,2025-03-05,2025-03-12,2025-04-02,15.0,Access revoked after SLA,Closed,2025-03-13,Standard User on GL01; terminated 2025-03-05; revoked 2025-04-02 (20 BD),R-02,15,323,41.5,High
ITGC-UA-02,EX-UA-02-004,termination_log.csv + user_access_log.csv,G200612,E10271,TMS,RITM100502,2025-03-05,2025-03-12,2025-03-21,7.0,Access revoked after SLA,Closed,2025-03-13,Standard User on TMS; terminated 2025-03-05; revoked 2025-03-21 (12 BD),R-02,15,323,41.5,High
ITGC-UA-02,EX-UA-02-005,termination_log.csv + user_access_log.csv,G201120,E11237,LSP,RITM102345,2025-03-19,2025-03-26,2025-04-17,16.0,Access revoked after SLA,Closed,2025-03-27,Power User on LSP; terminated 2025-03-19; revoked 2025-04-17 (21 BD),R-02,15,309,40.4,High
ITGC-UA-02,EX-UA-02-006,termination_log.csv + user_access_log.csv,G201351,E11235,LSP,RITM102342,2025-08-04,2025-08-11,2025-08-27,12.0,Access revoked after SLA,Closed,2025-08-12,Standard User on LSP; terminated 2025-08-04; revoked 2025-08-27 (17 BD),R-02,15,171,29.1,Medium
ITGC-UA-02,EX-UA-02-007,termination_log.csv + user_access_log.csv,G201283,E10899,GL01,RITM101721,2025-08-28,2025-09-05,,101.0,Access still active at as-of date,Open,2025-09-06,Power User on GL01; terminated 2025-08-28; not revoked as of 2026-01-30 (106 BD),R-02,15,146,37.0,High
ITGC-UA-02,EX-UA-02-008,termination_log.csv + user_access_log.csv,G201285,E10899,TMS,RITM101719,2025-08-28,2025-09-05,,101.0,Access still active at as-of date,Open,2025-09-06,Standard User on TMS; terminated 2025-08-28; not revoked as of 2026-01-30 (106 BD),R-02,15,146,37.0,High
ITGC-UA-02,EX-UA-02-009,termination_log.csv + user_access_log.csv,G201286,E10899,FCR,RITM101720,2025-08-28,2025-09-05,,101.0,Access still active at as-of date,Open,2025-09-06,Standard User on FCR; terminated 2025-08-28; not revoked as of 2026-01-30 (106 BD),R-02,15,146,37.0,High
ITGC-UA-02,EX-UA-02-010,termination_log.csv + user_access_log.csv,G201470,E10899,TMS,RITM102619,2025-08-28,2025-09-05,,101.0,Access still active at as-of date,Open,2025-09-06,Superuser on TMS; terminated 2025-08-28; not revoked as of 2026-01-30 (106 BD),R-02,15,146,37.0,High
ITGC-UA-02,EX-UA-02-011,termination_log.csv + user_access_log.csv,G202305,E10899,FCR,RITM102621,2025-08-28,2025-09-05,,101.0,Access still active at as-of date,Open,2025-09-06,Administrator on FCR; terminated 2025-08-28; not revoked as of 2026-01-30 (106 BD),R-02,15,146,37.0,High
ITGC-UA-02,EX-UA-02-012,termination_log.csv + user_access_log.csv,G202322,E10899,GL01,RITM102620,2025-08-28,2025-09-05,,101.0,Access still active at as-of date,Open,2025-09-06,Superuser on GL01; terminated 2025-08-28; not revoked as of 2026-01-30 (106 BD),R-02,15,146,37.0,High
ITGC-UA-02,EX-UA-02-013,termination_log.csv + user_access_log.csv,G200092,E10079,GL01,RITM100131,2025-08-29,2025-09-08,2025-09-29,15.0,Access revoked after SLA,Closed,2025-09-09,Read Only on GL01; terminated 2025-08-29; revoked 2025-09-29 (20 BD),R-02,15,143,26.8,Medium
ITGC-UA-02,EX-UA-02-014,termination_log.csv + user_access_log.csv,G201786,E10846,LSP,RITM101612,2025-10-09,2025-10-16,,72.0,Access still active at as-of date,Open,2025-10-17,Standard User on LSP; terminated 2025-10-09; not revoked as of 2026-01-30 (77 BD),R-02,15,105,33.6,Medium
ITGC-UA-02,EX-UA-02-015,termination_log.csv + user_access_log.csv,G202447,E10846,LSP,RITM101613,2025-10-09,2025-10-16,,72.0,Access still active at as-of date,Open,2025-10-17,Read Only on LSP; terminated 2025-10-09; not revoked as of 2026-01-30 (77 BD),R-02,15,105,33.6,Medium
ITGC-UA-02,EX-UA-02-016,termination_log.csv + user_access_log.csv,G200768,E11203,LSP,RITM102278,2025-10-10,2025-10-17,2025-10-27,6.0,Access revoked after SLA,Closed,2025-10-18,Standard User on LSP; terminated 2025-10-10; revoked 2025-10-27 (11 BD),R-02,15,104,23.5,Medium
ITGC-UA-02,EX-UA-02-017,termination_log.csv + user_access_log.csv,G200622,E10767,LSP,RITM101456,2025-10-29,2025-11-05,2025-11-10,3.0,Access revoked after SLA,Closed,2025-11-06,Read Only on LSP; terminated 2025-10-29; revoked 2025-11-10 (8 BD),R-02,15,85,22.0,Medium
ITGC-UA-02,EX-UA-02-018,termination_log.csv + user_access_log.csv,G200387,E10987,LSP,RITM101884,2025-11-06,2025-11-13,,52.0,Access still active at as-of date,Open,2025-11-14,Standard User on LSP; terminated 2025-11-06; not revoked as of 2026-01-30 (57 BD),R-02,15,77,31.3,Medium
ITGC-UA-02,EX-UA-02-019,termination_log.csv + user_access_log.csv,G201198,E10406,FCR,RITM100742,2025-12-02,2025-12-09,2025-12-24,11.0,Access revoked after SLA,Closed,2025-12-10,Standard User on FCR; terminated 2025-12-02; revoked 2025-12-24 (16 BD),R-02,15,51,19.2,Low
ITGC-UA-02,EX-UA-02-020,termination_log.csv + user_access_log.csv,G201391,E10258,FCR,RITM100479,2025-12-09,2025-12-16,,30.0,Access still active at as-of date,Open,2025-12-17,Standard User on FCR; terminated 2025-12-09; not revoked as of 2026-01-30 (35 BD),R-02,15,44,28.6,Medium
ITGC-UA-03,EX-UA-03-001,termination_log.csv,E10622,E10622,All,,2025-01-14,2025-01-15,2025-01-23,5.0,Late HR separation notice,Closed,2025-01-16,Voluntary termination 2025-01-14; IT notified 2025-01-23 (6 BD),R-02,15,379,45.0,High
ITGC-UA-03,EX-UA-03-002,termination_log.csv,E10260,E10260,All,,2025-02-04,2025-02-05,2025-02-13,6.0,Late HR separation notice,Closed,2025-02-06,Voluntary termination 2025-02-04; IT notified 2025-02-13 (7 BD),R-02,15,358,44.4,High
ITGC-UA-03,EX-UA-03-003,termination_log.csv,E10674,E10674,All,,2025-02-06,2025-02-07,2025-02-18,6.0,Late HR separation notice,Closed,2025-02-08,Voluntary termination 2025-02-06; IT notified 2025-02-18 (7 BD),R-02,15,356,44.3,High
ITGC-UA-03,EX-UA-03-004,termination_log.csv,E11237,E11237,All,,2025-03-19,2025-03-20,2025-03-31,7.0,Late HR separation notice,Closed,2025-03-21,Voluntary termination 2025-03-19; IT notified 2025-03-31 (8 BD),R-02,15,315,40.9,High
ITGC-UA-03,EX-UA-03-005,termination_log.csv,E10174,E10174,All,,2025-04-14,2025-04-15,2025-04-24,6.0,Late HR separation notice,Closed,2025-04-16,Involuntary termination 2025-04-14; IT notified 2025-04-24 (7 BD),R-02,15,289,38.8,High
ITGC-UA-03,EX-UA-03-006,termination_log.csv,E10224,E10224,All,,2025-07-25,2025-07-28,2025-07-31,3.0,Late HR separation notice,Closed,2025-07-29,Voluntary termination 2025-07-25; IT notified 2025-07-31 (4 BD),R-02,15,185,30.2,Medium
ITGC-UA-03,EX-UA-03-007,termination_log.csv,E10592,E10592,All,,2025-07-29,2025-07-30,2025-08-06,5.0,Late HR separation notice,Closed,2025-07-31,Voluntary termination 2025-07-29; IT notified 2025-08-06 (6 BD),R-02,15,183,30.0,Medium
ITGC-UA-03,EX-UA-03-008,termination_log.csv,E10079,E10079,All,,2025-08-29,2025-09-02,2025-09-04,2.0,Late HR separation notice,Closed,2025-09-03,Voluntary termination 2025-08-29; IT notified 2025-09-04 (3 BD),R-02,15,149,27.2,Medium
ITGC-UA-03,EX-UA-03-009,termination_log.csv,E11203,E11203,All,,2025-10-10,2025-10-13,2025-10-15,2.0,Late HR separation notice,Closed,2025-10-14,Voluntary termination 2025-10-10; IT notified 2025-10-15 (3 BD),R-02,15,108,23.9,Medium
ITGC-UA-03,EX-UA-03-010,termination_log.csv,E10684,E10684,All,,2025-10-17,2025-10-20,2025-10-30,8.0,Late HR separation notice,Closed,2025-10-21,Voluntary termination 2025-10-17; IT notified 2025-10-30 (9 BD),R-02,15,101,23.3,Medium
ITGC-UA-03,EX-UA-03-011,termination_log.csv,E10987,E10987,All,,2025-11-06,2025-11-07,2025-11-12,3.0,Late HR separation notice,Closed,2025-11-08,Involuntary termination 2025-11-06; IT notified 2025-11-12 (4 BD),R-02,15,83,21.8,Medium
ITGC-UA-04,EX-UA-04-001,access_reviews.csv,UAR-2025Q3-LSP,E10996,LSP,2025-Q3,2025-09-30,2025-10-30,2025-11-11,12.0,Review completed after due date,Closed,2025-10-31,"2025-Q3 LSP review due 2025-10-30, completed 2025-11-11 (12 days late)",R-01,12,91,18.0,Low
ITGC-PA-01,EX-PA-01-001,user_access_log.csv + privileged_access_approvals.csv,G201970,E10279,TMS,RITM102446,2025-01-14,2025-01-14,2025-01-16,2.0,Approved after access was granted,Closed,2025-01-14,Superuser on TMS granted 2025-01-14; register: PA50071 / Superuser / TMS,R-03,15,381,45.0,High
ITGC-PA-01,EX-PA-01-002,user_access_log.csv + privileged_access_approvals.csv,G202043,E10976,LSP,RITM102638,2025-02-07,2025-02-07,,,No approval record in register,Open,2025-02-07,Database Administrator on LSP granted 2025-02-07; register: none / - / -,R-03,15,357,54.3,Critical
ITGC-PA-01,EX-PA-01-003,user_access_log.csv + privileged_access_approvals.csv,G202123,E10291,LSP,RITM102455,2025-03-13,2025-03-13,,,No approval record in register,Open,2025-03-13,Superuser on LSP granted 2025-03-13; register: none / - / -,R-03,15,323,51.5,Critical
ITGC-PA-01,EX-PA-01-004,user_access_log.csv + privileged_access_approvals.csv,G202186,E11197,LSP,RITM102689,2025-04-14,2025-04-14,,,No approval record in register,Closed,2025-04-14,Administrator on LSP granted 2025-04-14; register: none / - / -,R-03,15,291,38.9,High
ITGC-PA-01,EX-PA-01-005,user_access_log.csv + privileged_access_approvals.csv,G202350,E10537,FCR,RITM102523,2025-06-30,2025-06-30,2025-06-28,-2.0,Approval is for a different system,Open,2025-06-30,Database Administrator on FCR granted 2025-06-30; register: PA50211 / Database Administrator / GL01,R-03,15,214,42.6,High
ITGC-PA-01,EX-PA-01-006,user_access_log.csv + privileged_access_approvals.csv,G202358,E10446,FCR,RITM102499,2025-07-03,2025-07-03,2025-07-02,-1.0,Granted level differs from approved level,Open,2025-07-03,Superuser on FCR granted 2025-07-03; register: PA50214 / Database Administrator / FCR,R-03,15,211,42.3,High
ITGC-PA-01,EX-PA-01-007,user_access_log.csv + privileged_access_approvals.csv,G202461,E10432,LSP,RITM102496,2025-08-18,2025-08-18,,,No approval record in register,Closed,2025-08-18,Superuser on LSP granted 2025-08-18; register: none / - / -,R-03,15,165,28.6,Medium
ITGC-PA-01,EX-PA-01-008,user_access_log.csv + privileged_access_approvals.csv,G202463,E10890,TMS,RITM102616,2025-08-18,2025-08-18,2025-08-15,-3.0,Granted level differs from approved level,Open,2025-08-18,Superuser on TMS granted 2025-08-18; register: PA50245 / Administrator / TMS,R-03,15,165,38.6,High
ITGC-PA-01,EX-PA-01-009,user_access_log.csv + privileged_access_approvals.csv,G202524,E10807,FCR,RITM102599,2025-09-17,2025-09-17,2025-09-27,10.0,Approved after access was granted,Closed,2025-09-17,Administrator on FCR granted 2025-09-17; register: PA50271 / Administrator / FCR,R-03,15,135,26.1,Medium
ITGC-PA-01,EX-PA-01-010,user_access_log.csv + privileged_access_approvals.csv,G202674,E10217,TMS,RITM102430,2025-11-25,2025-11-25,,,No approval record in register,Closed,2025-11-25,Database Administrator on TMS granted 2025-11-25; register: none / - / -,R-03,15,66,20.4,Medium
ITGC-CM-01,EX-CM-01-001,change_log.csv,CHG0030026,E10900,LSP,Normal,2025-01-23,2025-01-23,,,No approver / approval date recorded,Closed,2025-01-23,Normal change 'Update delinquency aging buckets' implemented 2025-01-23 18:00; no approval recorded,R-04,12,372,36.0,High
ITGC-CM-01,EX-CM-01-002,change_log.csv,CHG0030061,E10153,FCR,Normal,2025-02-12,2025-02-12,,,No approver / approval date recorded,Closed,2025-02-12,Normal change 'Modify close checklist automation' implemented 2025-02-12 18:00; no approval recorded,R-04,12,352,35.1,High
ITGC-CM-01,EX-CM-01-003,change_log.csv,CHG0030089,E10029,LSP,Normal,2025-02-25,2025-02-25,2025-02-26,0.0,Approved after implementation,Closed,2025-02-25,Normal change 'Deploy payment posting hotfix' implemented 2025-02-25 22:00; approved 2025-02-26 16:00 by E10347,R-04,12,339,34.3,Medium
ITGC-CM-01,EX-CM-01-004,change_log.csv,CHG0030110,E10998,GL01,Standard,2025-03-07,2025-03-07,2025-03-13,5.0,Approved after implementation,Closed,2025-03-07,Standard change 'Modify intercompany elimination rule' implemented 2025-03-07 19:00; approved 2025-03-13 13:00 by E10489,R-04,12,329,33.6,Medium
ITGC-CM-01,EX-CM-01-005,change_log.csv,CHG0030130,E10345,FCR,Normal,2025-03-17,2025-03-17,2025-03-20,2.0,Approved after implementation,Closed,2025-03-17,Normal change 'Update consolidation mapping for new entity' implemented 2025-03-17 21:15; approved 2025-03-20 15:15 by E10751,R-04,12,319,33.0,Medium
ITGC-CM-01,EX-CM-01-006,change_log.csv,CHG0030149,E10948,GL01,Normal,2025-03-27,2025-03-27,2025-04-01,4.0,Approved after implementation,Closed,2025-03-27,Normal change 'Add new cost center hierarchy' implemented 2025-03-27 22:30; approved 2025-04-01 16:30 by E10259,R-04,12,309,32.3,Medium
ITGC-CM-01,EX-CM-01-007,change_log.csv,CHG0030150,E10163,FCR,Standard,2025-03-28,2025-03-28,2025-03-29,0.0,Approved after implementation,Closed,2025-03-28,Standard change 'Update consolidation mapping for new entity' implemented 2025-03-28 19:00; approved 2025-03-29 13:00 by E10751,R-04,12,308,32.3,Medium
ITGC-CM-01,EX-CM-01-008,change_log.csv,CHG0030187,E10077,LSP,Emergency,2025-04-16,2025-04-21,2025-04-23,2.0,Emergency change approved outside 2-BD window,Closed,2025-04-16,Emergency change 'Adjust interest accrual calculation for ARM loans' implemented 2025-04-16 19:00; approved 2025-04-23 11:00 by E10259,R-04,12,289,31.0,Medium
ITGC-CM-01,EX-CM-01-009,change_log.csv,CHG0030205,E10727,LSP,Normal,2025-04-25,2025-04-25,,,No approver / approval date recorded,Closed,2025-04-25,Normal change 'Upgrade servicing platform minor release' implemented 2025-04-25 21:45; no approval recorded,R-04,12,280,30.4,Medium
ITGC-CM-01,EX-CM-01-010,change_log.csv,CHG0030219,E10163,GL01,Normal,2025-05-05,2025-05-05,2025-05-10,4.0,Approved after implementation,Closed,2025-05-05,Normal change 'Modify intercompany elimination rule' implemented 2025-05-05 20:45; approved 2025-05-10 14:45 by E10751,R-04,12,270,29.8,Medium
ITGC-CM-01,EX-CM-01-011,change_log.csv,CHG0030241,E10933,FCR,Normal,2025-05-15,2025-05-15,2025-05-16,0.0,Approved after implementation,Closed,2025-05-15,Normal change 'Update XBRL tagging template' implemented 2025-05-15 20:45; approved 2025-05-16 14:45 by E10751,R-04,12,260,29.1,Medium
ITGC-CM-01,EX-CM-01-012,change_log.csv,CHG0030289,E10163,LSP,Normal,2025-06-13,2025-06-13,2025-06-18,4.0,Approved after implementation,Closed,2025-06-13,Normal change 'Adjust interest accrual calculation for ARM loans' implemented 2025-06-13 22:15; approved 2025-06-18 16:15 by E10347,R-04,12,231,27.2,Medium
ITGC-CM-01,EX-CM-01-013,change_log.csv,CHG0030299,E10821,LSP,Normal,2025-06-20,2025-06-20,2025-06-23,2.0,Approved after implementation,Closed,2025-06-20,Normal change 'Adjust interest accrual calculation for ARM loans' implemented 2025-06-20 22:15; approved 2025-06-23 16:15 by E10347,R-04,12,224,26.7,Medium
ITGC-CM-01,EX-CM-01-014,change_log.csv,CHG0030310,E10914,FCR,Normal,2025-07-01,2025-07-01,,,No approver / approval date recorded,Closed,2025-07-01,Normal change 'Update consolidation mapping for new entity' implemented 2025-07-01 20:15; no approval recorded,R-04,12,213,26.0,Medium
ITGC-CM-01,EX-CM-01-015,change_log.csv,CHG0030345,E10285,GL01,Normal,2025-07-24,2025-07-24,2025-07-31,6.0,Approved after implementation,Closed,2025-07-24,Normal change 'Update journal entry upload template validation' implemented 2025-07-24 22:30; approved 2025-07-31 16:30 by E10489,R-04,12,190,24.5,Medium
ITGC-CM-01,EX-CM-01-016,change_log.csv,CHG0030358,E10856,FCR,Standard,2025-07-31,2025-07-31,2025-08-05,4.0,Approved after implementation,Closed,2025-07-31,Standard change 'Modify close checklist automation' implemented 2025-07-31 21:30; approved 2025-08-05 15:30 by E10347,R-04,12,183,24.0,Medium
ITGC-CM-01,EX-CM-01-017,change_log.csv,CHG0030361,E10666,GL01,Standard,2025-08-01,2025-08-01,,,No approver / approval date recorded,Closed,2025-08-01,Standard change 'Upgrade GL reporting module' implemented 2025-08-01 19:00; no approval recorded,R-04,12,182,24.0,Medium
ITGC-CM-01,EX-CM-01-018,change_log.csv,CHG0030425,E10727,LSP,Normal,2025-09-04,2025-09-04,,,No approver / approval date recorded,Closed,2025-09-04,Normal change 'Modify loan boarding field mapping' implemented 2025-09-04 21:45; no approval recorded,R-04,12,148,21.7,Medium
ITGC-CM-01,EX-CM-01-019,change_log.csv,CHG0030465,E10914,LSP,Emergency,2025-10-01,2025-10-03,2025-10-09,4.0,Emergency change approved outside 2-BD window,Closed,2025-10-01,Emergency change 'Modify loan boarding field mapping' implemented 2025-10-01 21:30; approved 2025-10-09 11:00 by E10259,R-04,12,121,20.0,Low
ITGC-CM-01,EX-CM-01-020,change_log.csv,CHG0030472,E10203,LSP,Normal,2025-10-07,2025-10-07,2025-10-16,8.0,Approved after implementation,Closed,2025-10-07,Normal change 'Modify loan boarding field mapping' implemented 2025-10-07 19:30; approved 2025-10-16 13:30 by E11109,R-04,12,115,19.6,Low
ITGC-CM-01,EX-CM-01-021,change_log.csv,CHG0030474,E10087,LSP,Normal,2025-10-08,2025-10-08,,,No approver / approval date recorded,Closed,2025-10-08,Normal change 'Modify loan boarding field mapping' implemented 2025-10-08 19:00; no approval recorded,R-04,12,114,19.5,Low
ITGC-CM-01,EX-CM-01-022,change_log.csv,CHG0030482,E10192,GL01,Standard,2025-10-10,2025-10-10,2025-10-16,5.0,Approved after implementation,Closed,2025-10-10,Standard change 'Add new cost center hierarchy' implemented 2025-10-10 18:30; approved 2025-10-16 12:30 by E11202,R-04,12,112,19.4,Low
ITGC-CM-01,EX-CM-01-023,change_log.csv,CHG0030501,E10029,LSP,Emergency,2025-10-22,2025-10-24,2025-10-30,4.0,Emergency change approved outside 2-BD window,Closed,2025-10-22,Emergency change 'Adjust interest accrual calculation for ARM loans' implemented 2025-10-22 19:45; approved 2025-10-30 11:00 by E11109,R-04,12,100,18.6,Low
ITGC-CM-01,EX-CM-01-024,change_log.csv,CHG0030505,E10077,GL01,Emergency,2025-10-23,2025-10-27,2025-10-30,3.0,Emergency change approved outside 2-BD window,Closed,2025-10-23,Emergency change 'Fix FX revaluation rounding' implemented 2025-10-23 19:15; approved 2025-10-30 11:00 by E10751,R-04,12,99,18.5,Low
ITGC-CM-01,EX-CM-01-025,change_log.csv,CHG0030513,E10642,LSP,Standard,2025-10-27,2025-10-27,,,No approver / approval date recorded,Closed,2025-10-27,Standard change 'Change escrow disbursement interface' implemented 2025-10-27 18:30; no approval recorded,R-04,12,95,18.2,Low
ITGC-CM-01,EX-CM-01-026,change_log.csv,CHG0030528,E10269,TMS,Emergency,2025-11-05,2025-11-07,2025-11-11,2.0,Emergency change approved outside 2-BD window,Closed,2025-11-05,Emergency change 'Update bank statement import parser' implemented 2025-11-05 19:30; approved 2025-11-11 11:00 by E10259,R-04,12,86,17.7,Low
